"date","yearDead","yearBorn","Name","description"
"2018-1-23","2018","1914","Nicanor Parra"," poeta, matemático y físico chileno "
"2018-1-23","2018","1939","Hugh Masekela"," trompetista, cornetista, compositor y cantante de jazz sudafricano "
"2020-1-23","2020","1936","Frederick Ballantyne"," político y médico sanvicentino "
"2021-1-23","2021","1933","Larry King"," escritor y periodista estadounidense "
"2021-1-23","2021","1919","Walter Bernstein"," productor de cine y guionista estadounidense "
"2021-1-23","2021","1925","Hal Holbrook"," actor estadounidense "
"2022-1-23","2022","1905","Antônia da Santa Cruz"," supercentenaria brasileña, última persona verificada nacida en 1905 "
"41-1-24","41","12","Calígula"," emperador romano "
"772-1-24","772","720","Esteban III"," papa romano "
"1110-1-24","1110","1085","Al-Musta'in II"," rey de la dinastía hudí "
"1125-1-24","1125","1073","Davit Aghmashenebeli"," rey georgiano "
"1595-1-24","1595","1529","Fernando II"," aristócrata austriaco "
"1666-1-24","1666","1588","Johann Andreas Herbst"," compositor alemán "
"1709-1-24","1709","1650","George Rooke"," almirante británico "
"1851-1-24","1851","1774","Gaspare Spontini"," compositor italiano "
"1883-1-24","1883","1812","Friedrich von Flotow"," compositor alemán "
"1895-1-24","1895","1849","Randolph Churchill"," político británico "
"1911-1-24","1911","1881","Kanno Sugako"," periodista anarco-feminista japonesa, ejecutada por conspirar para asesinar al Emperador Meiji. "
"1920-1-24","1920","1884","Amedeo Modigliani"," pintor italiano "
"1924-1-24","1924","1894","María Adelaida de Luxemburgo"," aristócrata luxemburguesa "
"1930-1-24","1930","1868","Mario Sammarco"," barítono italiano "
"1939-1-24","1939","1880","Manuel Penella"," compositor español "
"1948-1-24","1948","1901","Arthur Liebehenschel"," comandante nazi en el campo de concentración de Auschwitz "
"1960-1-24","1960","1886","Edwin Fischer"," pianista y director suizo "
"1960-1-24","1960","1900","Carlos Orellana"," actor y cineasta mexicano "
"1961-1-24","1961","1904","Aarne Haapakoski"," escritor y periodista finlandés "
"1962-1-24","1962","1885","André Lhote"," pintor cubista francés "
"1963-1-24","1963","1879","Valentín de Zubiaurre"," pintor español "
"1965-1-24","1965","1874","Winston Churchill"," político, militar e historiador británico, premio nobel de literatura en 1953 "
"1967-1-24","1967","1891","Oliverio Girondo"," escritor argentino "
"1975-1-24","1975","1902","Larry Fine"," actor y comediante estadounidense "
"1978-1-24","1978","1944","Alfredo Deaño"," filósofo y escritor español "
"1982-1-24","1982","1918","Alfredo Ovando Candía"," dictador boliviano "
"1983-1-24","1983","1899","George Cukor"," cineasta estadounidense "
"1985-1-24","1985","-1","Dalmacio Langarica","El 24 de enero de 1985 muere Dalmacio Langarica, ciclista y técnico español"
"1986-1-24","1986","1911","L. Ron Hubbard"," escritor estadounidense "
"1986-1-24","1986","1921","Gordon MacRae"," actor y cantante estadounidense "
"1988-1-24","1988","1905","Werner Fenchel"," matemático alemán "
"1989-1-24","1989","1946","Ted Bundy"," asesino serial estadounidense "
"1989-1-24","1989","1916","Dante Emiliozzi"," piloto de automovilismo argentino "
"1990-1-24","1990","1899","Madge Bellamy"," actriz estadounidense "
"1992-1-24","1992","1909","Ken Darby"," compositor y director de orquesta estadounidense "
"1996-1-24","1996","1929","Evaristo Márquez Contreras"," escultor español "
"1997-1-24","1997","1930","Jorge Arguindegui"," militar argentino "
"2002-1-24","2002","751926","Antonio Serrano (75)"," militar y delincuente argentino "
"2002-1-24","2002","1913","Gregorio Walerstein"," cineasta mexicano "
"2003-1-24","2003","1921","Gianni Agnelli"," empresario italiano "
"2004-1-24","2004","1922","Olga Ladyzhenskaya"," matemática rusa "
"2004-1-24","2004","1913","Leônidas da Silva"," futbolista brasileño "
"2005-1-24","2005","1933","Vladímir Savchenko"," escritor ucraniano "
"2006-1-24","2006","1930","Schafik Handal"," político salvadoreño "
"2006-1-24","2006","1964","Carlos ""Café"" Martínez"," beisbolista venezolano "
"2006-1-24","2006","1965","Chris Penn"," actor estadounidense "
"2007-1-24","2007","1956","Guadalupe Larriva"," política ecuatoriana, primera mujer en ocupar el Ministerio de Defensa de Ecuador "
"2007-1-24","2007","1928","Jean-François Deniau"," político y novelista francés "
"2009-1-24","2009","1969","Fernando Cornejo"," futbolista chileno "
"2011-1-24","2011","-1","Bernd Eichinger (61)","El 24 de enero de 2011 muere Bernd Eichinger (61), cineasta y productor alemán.[5]"
"2011-1-24","2011","1920","Camilo Fernández"," productor musical chileno "
"2011-1-24","2011","1924","Francisco Panchito Hernández"," futbolista mexicano "
"2011-1-24","2011","-1","Bhimsen Joshi (88)","El 24 de enero de 2011 muere Bhimsen Joshi (88), músico indio.[6]"
"2011-1-24","2011","1932","Francisco Mata"," cantante y compositor venezolano "
"2011-1-24","2011","1924","Samuel Ruiz García"," obispo mexicano "
"2011-1-24","2011","1925","Jaime Salinas Bonmatí"," escritor y editor español nacido en Argelia "
"2011-1-24","2011","1914","Archibaldo Burns"," cineasta mexicano "
"2012-1-24","2012","1935","Theo Angelopoulos"," director de cine griego "
"2012-1-24","2012","1938","James Farentino"," actor estadounidense "
"2012-1-24","2012","1924","Pierre Sinibaldi"," futbolista y entrenador francés "
"2013-1-24","2013","1935","José Colomer"," jugador español de hockey sobre hierba "
"2013-1-24","2013","1959","Miroslav Janů"," futbolista checo "
"2016-1-24","2016","1964","Francisco Fuentes"," humorista colombiano "
"2016-1-24","2016","1971","Teófilo Rodríguez"," criminal venezolano "
"2021-1-24","2021","1982","Jeanette Maus"," actriz y actriz de voz estadounidense "
"2022-1-24","2022","1947","Olavo de Carvalho"," intelectual, ensayista y periodista brasileño "
"1067-1-25","1067","1032","Yingzong"," emperador chino "
"1494-1-25","1494","1423","Fernando I"," rey napolitano "
"1640-1-25","1640","1577","Robert Burton"," escritor y clérigo británico "
"1744-1-25","1744","1679","Domenico Natale Sarro"," compositor italiano "
"1747-1-25","1747","1682","Juan Antonio Vizarrón y Eguiarreta"," religioso y político español "
"1852-1-25","1852","1778","Fabian Gottlieb von Bellingshausen"," explorador ruso "
"1857-1-25","1857","1824","Abraham Collingwood"," noble, monarca y militar británico "
"1871-1-25","1871","1794","Jeanne Villepreux-Power"," bióloga marina francesa "
"1886-1-25","1886","1831","Benjamín Vicuña Mackenna"," historiador chileno "
"1892-1-25","1892","1808","Ludovica de Baviera"," monarca bávara "
"1896-1-25","1896","1834","Vicente Palmaroli"," pintor español "
"1899-1-25","1899","1843","Vizconde de Taunay"," noble, escritor, ingeniero militar, político, sociólogo, historiador, músico y artista plástico brasileño "
"1900-1-25","1900","1823","Piotr Lavrov"," matemático y político ruso "
"1907-1-25","1907","1879","René Pottier"," ciclista francés "
"1925-1-25","1925","1858","Juan Vucetich"," criminalista argentino "
"1925-1-25","1925","1858","José María Valle Riestra"," músico y compositor peruano "
"1929-1-25","1929","1862","Franz Xaver Kugler"," erudito alemán "
"1947-1-25","1947","1899","Al Capone"," padrino de la mafia ítalo-estadounidense "
"1952-1-25","1952","1881","Sveinn Björnsson"," político islandés "
"1954-1-25","1954","1993","M. N. Roy"," revolucionario, activista y teórico bengalí "
"1957-1-25","1957","1871","Kiyoshi Shiga"," físico y bacteriológico japonés "
"1960-1-25","1960","1921","Diana Barrymore"," actriz estadounidense "
"1960-1-25","1960","1878","Rutland Boughton"," compositor británico "
"1960-1-25","1960","1891","Mercedes Gaibrois de Ballesteros"," historiadora española "
"1962-1-25","1962","1886","Josep Sebastià Pons"," poeta francés en lengua catalana "
"1967-1-25","1967","1922","Ettore Bastianini"," barítono italiano "
"1970-1-25","1970","1877","Jane Bathori"," mezzosoprano francesa "
"1972-1-25","1972","1892","Erhard Milch"," militar alemán "
"1973-1-25","1973","1899","Cirilo Cánovas García"," político español "
"1976-1-25","1976","1918","Ana María Lynch"," actriz argentina "
"1982-1-25","1982","1902","Mijaíl Súslov"," ideólogo soviético "
"1987-1-25","1987","1924","Nahuel Moreno"," político argentino "
"1988-1-25","1988","1939","Carlos Mauro Hoyos"," fue un jurista y político colombiano. "
"1990-1-25","1990","1898","Dámaso Alonso"," poeta y académico español "
"1990-1-25","1990","1922","Ava Gardner"," actriz estadounidense "
"1990-1-25","1990","1904","Luis Moya Blanco"," arquitecto español "
"1991-1-25","1991","1950","Diana Turbay"," fue una abogada y periodista colombiana. "
"1992-1-25","1992","1927","Manuel Hernández Mompó"," pintor español "
"1994-1-25","1994","1909","Stephen Cole Kleene"," matemático estadounidense "
"1997-1-25","1997","1962","José Luis Cabezas"," reportero gráfico y fotógrafo argentino "
"1997-1-25","1997","1923","Manuel Tuñón de Lara"," historiador español "
"1999-1-25","1999","1916","Robert Shaw (director)"," director de coro estadounidense "
"2003-1-25","2003","1952","Lobito Martínez"," músico y compositor paraguayo "
"2004-1-25","2004","1979","Miklós Fehér"," futbolista húngaro "
"2004-1-25","2004","1918","Fanny Blankers-Koen"," atleta neerlandesa "
"2005-1-25","2005","1906","Philip Johnson"," arquitecto estadounidense "
"2006-1-25","2006","1967","Anna Malle"," actriz porno estadounidense "
"2006-1-25","2006","1951","Kim Manners"," director y productor de televisión estadounidense "
"2010-1-25","2010","1941","Ali Hassan al-Mayid"," general iraquí "
"2010-1-25","2010","1920","Emilio Vieyra"," cineasta argentino "
"2012-1-25","2012","1924","Fernando Vidal"," magistrado español, Presidente del Tribunal Superior de Justicia de Asturias "
"2012-1-25","2012","1938","Mabel Manzotti"," actriz y política argentina "
"2012-1-25","2012","1954","Carlos Escarrá"," político venezolano "
"2012-1-25","2012","1921","Julio Cicero"," jesuita y biólogo mexicano "
"2013-1-25","2013","1925","Jaime Salom"," dramaturgo y médico español "
"2015-1-25","2015","1946","Demis Roussos"," cantante griego "
"2016-1-25","2016","1922","Marina de Navasal"," periodista chilena "
"2016-1-25","2016","1921","Denise Duval"," soprano francesa "
"2017-1-25","2017","1940","John Hurt"," actor británico "
"2017-1-25","2017","1936","Mary Tyler Moore"," actriz estadounidense "
"2018-1-25","2018","1924","Claribel Alegría"," poetisa nicaragüense-salvadoreña "
"946-1-26","946","910","Edith"," aristócrata y abadesa alemana, hija de Eduardo el Viejo y esposa del rey Otón I "
"1425-1-26","1425","1378","Catalina de Borgoña Dampierre"," aristócrata española "
"1576-1-26","1576","1515","Juan Ortiz de Zárate"," militar y conquistador español "
"1743-1-26","1743","1653","André Hercule de Fleury"," político francés "
"1795-1-26","1795","1732","Johann Christoph Friedrich Bach"," compositor alemán "
"1823-1-26","1823","1749","Edward Jenner"," médico británico que desarrolló la vacuna contra la viruela "
"1824-1-26","1824","1791","Théodore Géricault"," pintor francés "
"1855-1-26","1855","1808","Gérard de Nerval"," escritor francés "
"1876-1-26","1876","1800","Frédérick Lemaître"," actor francés "
"1882-1-26","1882","1815","Juan José Pérez Vergara"," político chileno "
"1885-1-26","1885","1833","Charles George Gordon"," general británico "
"1891-1-26","1891","1833","Nikolaus August Otto"," inventor alemán "
"1893-1-26","1893","1819","Abner Doubleday"," inventor oficial del béisbol "
"1895-1-26","1895","1821","Arthur Cayley"," matemático británico "
"1922-1-26","1922","1850","Vincenc Strouhal"," físico checo "
"1932-1-26","1932","1861","William Wrigley Jr."," industrial estadounidense "
"1935-1-26","1935","1859","José Sánchez Guerra"," político, abogado y periodista español "
"1938-1-26","1938","1859","Matilde Montoya"," médica mexicana "
"1939-1-26","1939","1874","Jaime Mendoza Gonzáles"," médico, poeta, filántropo, escritor y geógrafo boliviano "
"1942-1-26","1942","1868","Felix Hausdorff"," matemático alemán "
"1943-1-26","1943","1887","Nikolai Vavilov"," botánico ruso "
"1946-1-26","1946","1884","Adriaan van Maanen"," astrónomo neerlandés-estadounidense "
"1947-1-26","1947","1906","Gustavo Adolfo Västerbotten"," aristócrata sueco "
"1947-1-26","1947","1898","Grace Moore"," soprano y actriz estadounidense "
"1952-1-26","1952","1895","Khorloogiin Choibalsan"," político y líder mongol "
"1952-1-26","1952","1882","Natalia Sheremétievskaya"," aristócrata rusa "
"1962-1-26","1962","1897","Lucky Luciano"," mafioso italo-estadounidense "
"1973-1-26","1973","1893","Edward G. Robinson"," actor estadounidense "
"1974-1-26","1974","1898","Julius Patzak"," tenor austriaco "
"1975-1-26","1975","1907","Sergio Salvador"," futbolista paraguayo "
"1979-1-26","1979","1908","Nelson Rockefeller"," vicepresidente estadounidense "
"1980-1-26","1980","1903","Juan Quintero Muñoz"," compositor de cine y pianista español "
"1980-1-26","1980","1889","Andrés Saborit"," dirigente socialista español "
"1982-1-26","1982","1908","Nedda Francy"," actriz argentina "
"1983-1-26","1983","1913","Paul Bear Bryant"," entrenador estadounidense de fútbol americano "
"1985-1-26","1985","1914","Kenny Clarke"," baterista estadounidense de jazz "
"1990-1-26","1990","1895","Lewis Mumford"," historiador estadounidense "
"1992-1-26","1992","1909","José Ferrer"," actor y cineasta puertorriqueño "
"1992-1-26","1992","1948","Alberto Cardín"," activista y antropólogo español "
"1992-1-26","1992","1906","Pedro Linares López"," artista mexicano, creador de los alebrijes "
"1993-1-26","1993","1912","Robert Jacobsen"," artista danés "
"1993-1-26","1993","1919","Axel Freiherr von dem Bussche-Streithorst"," militar alemán"
"1998-1-26","1998","1922","Emilio Alarcos Llorach"," lingüista y crítico literario español "
"1998-1-26","1998","1898","Shinichi Suzuki"," profesor japonés de violín "
"1999-1-26","1999","1910","Matilde Landeta"," cineasta mexicana "
"2000-1-26","2000","1915","Don Budge"," tenista estadounidense "
"2000-1-26","2000","1912","A. E. van Vogt"," escritor estadounidense de ciencia ficción "
"2003-1-26","2003","1942","Valeri Brumel"," atleta ruso "
"2003-1-26","2003","1914","Hugh Trevor-Roper"," historiador británico "
"2006-1-26","2006","1922","Iván Grondona"," actor argentino "
"2007-1-26","2007","1945","Luis Rizzo"," músico de tangos argentino, "
"2008-1-26","2008","1926","George Habash"," político, guerrillero y terrorista palestino "
"2010-1-26","2010","1917","Louis Auchincloss"," novelista, historiador y ensayista estadounidense "
"2010-1-26","2010","1926","Inda Ledesma"," actriz argentina "
"2010-1-26","2010","1920","Eduardo Michaelsen"," artista cubano "
"2012-1-26","2012","1927","Alfredo Avelín"," político argentino "
"2013-1-26","2013","1977","Acer Nethercott"," remero británico "
"2014-1-26","2014","1934","Ulises Estrada"," revolucionario cubano "
"2014-1-26","2014","1939","José Emilio Pacheco"," escritor mexicano "
"2016-1-26","2016","1921","Abe Vigoda"," actor estadounidense "
"2017-1-26","2017","1925","Mike Connors"," actor estadounidense "
"2019-1-26","2019","1932","Michel Legrand"," compositor, pianista y cantante francés "
"2020-1-26","2020","1978","Kobe Bryant"," baloncestista estadounidense "
"2021-1-26","2021","1951","Carlos Holmes Trujillo"," abogado y político colombiano "
"2021-1-26","2021","1944","Lars Norén"," escritor sueco "
"98-1-27","98","30","Marco Coceyo Nerva"," emperador romano entre 96 y 98 "
"661-1-27","661","-1","Ali Ibn Abi Talib","El 27 de enero de 661 muere Ali Ibn Abi Talib, el último rashidun suní y primer imán chíita."
"1336-1-27","1336","1299","Alfonso IV de Aragón"," rey de Aragón, Valencia, Cerdeña y Córcega, conde de Barcelona y Urgel "
"1377-1-27","1377","1341","Federico III de Sicilia"," rey de Sicilia "
"1490-1-27","1490","1435","Ashikaga Yoshimasa"," sogún japonés "
"1540-1-27","1540","1474","Ángela de Mérici"," religiosa italiana "
"1554-1-27","1554","1505","Pedro de Heredia"," navegante español "
"1629-1-27","1629","1560","Hieronymus Praetorius"," compositor alemán "
"1638-1-27","1638","1585","Gonzalo de Céspedes y Meneses"," escritor español "
"1689-1-27","1689","1619","Robert Aske"," emprendedor británico "
"1731-1-27","1731","1655","Bartolomeo Cristofori"," constructor e inventor de instrumentos musicales italiano "
"1740-1-27","1740","1692","Luis Enrique de Borbón-Condé"," aristócrata y político francés, primer ministro "
"1814-1-27","1814","1762","Johann Gottlieb Fichte"," filósofo alemán "
"1837-1-27","1837","1764","José María Fagoaga Liyzaur"," insurgente mexicano de origen vasco "
"1844-1-27","1844","1780","Charles Nodier"," escritor francés "
"1851-1-27","1851","1789","John James Audubon"," naturista y ornitólogo francés "
"1857-1-27","1857","1785","Dorothea Lieven"," aristócrata rusa "
"1860-1-27","1860","1802","János Bolyai"," matemático húngaro "
"1864-1-27","1864","1784","Leo von Klenze"," arquitecto, pintor y escritor alemán "
"1864-1-27","1864","18","José Silvestre Aramberri"," ingeniero, militar y político mexicano "
"1881-1-27","1881","1816","Manuel Orozco y Berra"," historiador mexicano "
"1901-1-27","1901","1813","Giuseppe Verdi"," compositor italiano "
"1901-1-27","1901","1845","Regino Martínez Basso"," violinista español "
"1905-1-27","1905","1835","Paul Haenlein"," ingeniero y pionero de la aviación alemán "
"1913-1-27","1913","811831","Benjamín Victorica (81)"," abogado y militar argentino "
"1919-1-27","1919","1877","Endre Ady"," poeta húngaro "
"1922-1-27","1922","1864","Nellie Bly"," periodista estadounidense "
"1922-1-27","1922","1846","Luigi Denza"," compositor italiano "
"1940-1-27","1940","1894","Isaac Babel"," escritor ucraianiano "
"1950-1-27","1950","1877","Manuel Castro Quesada"," político costarricense "
"1950-1-27","1950","1882","Augusto d'Halmar"," poeta y escritor chileno "
"1950-1-27","1950","1857","Henri Pittier"," ingeniero, geógrafo, naturalista y botánico venezolano "
"1956-1-27","1956","1890","Erich Kleiber"," director de orquesta austriaco "
"1964-1-27","1964","1880","Rodolfo Herrero"," militar mexicano "
"1967-1-27","1967","1935","Roger Chaffee"," astronauta estadounidense "
"1967-1-27","1967","1926","Virgil I. Grissom"," astronauta estadounidense "
"1967-1-27","1967","1930","Edward Higgins White II"," astronauta estadounidense "
"1967-1-27","1967","1888","Alphonse Juin"," general francés "
"1970-1-27","1970","1894","Marietta Blau"," física austríaca "
"1971-1-27","1971","1913","Jacobo Árbenz"," político guatemalteco, presidente "
"1972-1-27","1972","1911","Mahalia Jackson"," cantante estadounidense "
"1972-1-27","1972","1888","Richard Courant"," matemático alemán "
"1974-1-27","1974","1898","Georgios Grivas"," general griego "
"1975-1-27","1975","1913","Bill Walsh"," productor y escritor estadounidense "
"1979-1-27","1979","1890","Victoria Ocampo"," escritora y editora argentina "
"1982-1-27","1982","1899","Nemesio Etxaniz"," sacerdote y escritor vasco "
"1983-1-27","1983","1914","Louis de Funès"," actor francés "
"1986-1-27","1986","1914","Lilli Palmer"," actriz alemán "
"1987-1-27","1987","1914","Norman McLaren"," animador y cineasta británico "
"1988-1-27","1988","1938","Massa Makan Diabaté"," autor maliana "
"1989-1-27","1989","1888","Thomas Sopwith"," pionera británico "
"1992-1-27","1992","1909","Clara Solovera"," cantante chilena "
"1993-1-27","1993","1946","André the Giant"," luchador profesional francés "
"1994-1-27","1994","1918","Claude Akins"," actor estadounidense "
"1996-1-27","1996","1903","Ralph Yarborough"," político estadounidense "
"1997-1-27","1997","1950","Daniel Txopitea"," pintor y escultor español "
"1999-1-27","1999","1910","Gonzalo Torrente Ballester"," escritor español "
"2000-1-27","2000","1930","Friedrich Gulda"," pianista austriaco "
"2000-1-27","2000","1951","Oscar Olavarria"," actor,cantante y comediante chileno "
"2002-1-27","2002","1906","Mari Carmen Prendes"," actriz española "
"2003-1-27","2003","1915","Louis Archambault"," escultor canadiense "
"2004-1-27","2004","1970","Sandra Cabrera"," sindicalista argentina "
"2004-1-27","2004","1915","Felipe Ruiz Martín"," historiador español "
"2006-1-27","2006","1931","Johannes Rau"," político alemán, presidente de su país "
"2007-1-27","2007","1935","Paul Channon"," político británico "
"2007-1-27","2007","1924","Claudio Guillén"," escritor y académico español "
"2008-1-27","2008","1910","Gordon B. Hinckley"," religioso mormón estadounidense "
"2008-1-27","2008","1921","Suharto"," dictador y presidente indonesio entre 1967 y 1998 "
"2008-1-27","2008","1911","Raúl Lozza"," artista plástico argentino "
"2009-1-27","2009","1932","John Updike"," escritor estadounidense "
"2010-1-27","2010","1919","J. D. Salinger"," escritor estadounidense "
"2010-1-27","2010","19223","Howard Zinn"," historiador y activista político estadounidense "
"2010-1-27","2010","-1","Joel Atilio Cazal","El 27 de enero de 2010 muere Joel Atilio Cazal, político paraguayo, director de la revista Ko’Eyú latinoamericano."
"2011-1-27","2011","1957","Paco Maestre"," actor español de cine y televisión. "
"2013-1-27","2013","1921","Pham Duy"," cantautor vietnamita "
"2014-1-27","2014","1919","Pete Seeger"," músico de folk estadounidense "
"2015-1-27","2015","1915","Charles Hard Townes"," físico estadounidense, Premio Nobel de Física en 1964 "
"2015-1-27","2015","1930","Yves Chauvin"," químico francés, Premio Nobel de Química en 2005 "
"2015-1-27","2015","1936","Joe Rígoli"," actor y humorista argentino "
"2017-1-27","2017","1927","Emmanuelle Riva"," actriz y poeta francesa "
"2018-1-27","2018","1926","Ingvar Kamprad"," empresario sueco "
"2021-1-27","2021","1926","Cloris Leachman"," actriz y humorista estadounidense "
"2021-1-27","2021","1984","Efraín Ruales"," actor, músico y presentador de televisión ecuatoriano "
"2021-1-27","2021","1960","Adrián Campos"," piloto y dueño de equipo de automovilismo español "
"2022-1-27","2022","1918","René de Obaldia"," escritor francés "
"2022-1-27","2022","1924","Ruy Pérez Tamayo"," médico mexicano "
"2022-1-27","2022","1951","Diego Verdaguer"," cantante argentino naturalizado mexicano "
"814-1-28","814","742","Carlomagno"," rey francés desde 768 y luego emperador desde 800 hasta su muerte "
"1271-1-28","1271","1247","Isabel de Aragón"," reina francesa desde 1270 "
"1547-1-28","1547","1491","Enrique VIII"," rey inglés entre 1509 y 1547 "
"1578-1-28","1578","1517","Francisco Hernández de Toledo"," médico y botánico español "
"1596-1-28","1596","1543","Francis Drake"," marino y explorador inglés "
"1621-1-28","1621","1550","Paulo V"," papa entre 1605 y 1621 "
"1672-1-28","1672","1588","Pierre Séguier"," canciller francés "
"1687-1-28","1687","1611","Johannes Hevelius"," astrónomo polaco "
"1688-1-28","1688","1623","Ferdinand Verbiest"," astrónomo, matemático y jesuita flamenco "
"1725-1-28","1725","1672","Pedro el Grande"," emperador ruso "
"1754-1-28","1754","1684","Ludvig Holberg"," historiador y escritor noruego "
"1761-1-28","1761","1691","Francesco Feo"," compositor italiano "
"1825-1-28","1825","1789","Bernardo de Monteagudo"," abogado y periodista argentino "
"1838-1-28","1838","1768","Sophie von Dönhoff"," dama de compañía alemana "
"1853-1-28","1853","1817","José Eusebio Caro"," fue un poeta y escritor neogranadino de la generación posterior a la Independencia. "
"1859-1-28","1859","1782","Frederick John Robinson"," primer ministro británico "
"1864-1-28","1864","1799","Émile Clapeyron"," ingeniero y físico francés "
"1865-1-28","1865","1788","Felice Romani"," poeta y libretista italiano "
"1873-1-28","1873","1815","Henry Hugh Pierson"," compositor británico "
"1876-1-28","1876","1803","Francisco Deák"," político húngaro "
"1891-1-28","1891","1799","Felipe Poey"," naturalista cubano "
"1896-1-28","1896","1838","Joseph Barnby"," compositor británico "
"1903-1-28","1903","1847","Augusta Holmès"," pianista y compositora francesa "
"1903-1-28","1903","1848","Robert Planquette"," compositor francés "
"1912-1-28","1912","1842","Eloy Alfaro"," presidente ecuatoriano "
"1912-1-28","1912","1819","Gustave de Molinari"," economista belga "
"1913-1-28","1913","1833","Segismundo Moret"," político español "
"1914-1-28","1914","1823","Aldegunda de Baviera"," aristócrata italiana "
"1924-1-28","1924","1843","Teófilo Braga"," escritor y político portugués, presidente entre 1910 y 1911 "
"1927-1-28","1927","1847","M. Maryan"," escritora francesa "
"1928-1-28","1928","1867","Vicente Blasco Ibáñez"," escritor español "
"1930-1-28","1930","1878","Emmy Destinn"," soprano checa "
"1930-1-28","1930","1900","Manuel Antonio Pérez Sánchez"," poeta gallego "
"1935-1-28","1935","1859","Mijaíl Ipolítov-Ivánov"," compositor ruso "
"1938-1-28","1938","1909","Bernd Rosemeyer"," piloto de automovilismo alemán "
"1939-1-28","1939","1865","William Butler Yeats"," poeta irlandés, premio nobel de literatura en 1923 "
"1942-1-28","1942","1879","Pablo Luna"," compositor español "
"1946-1-28","1946","1926","Ramona Parra"," activista política chilena "
"1947-1-28","1947","1875","Reynaldo Hahn"," compositor francés "
"1948-1-28","1948","1906","Hans Aumeier"," oficial de la Alemania nazi, Lagerführer del campo de concentración y exterminio de Auschwitz; ejecutado en la horca "
"1951-1-28","1951","1867","Carl Gustaf Mannerheim"," militar y político finlandés, presidente entre 1944 y 1946 "
"1955-1-28","1955","1871","Enrique Hermitte"," ingeniero argentino "
"1960-1-28","1960","1891","Zora Neale Hurston"," escritora estadounidense "
"1963-1-28","1963","1904","John Farrow"," director, guionista y productor australiano "
"1963-1-28","1963","1884","Gustave Garrigou"," ciclista francés "
"1965-1-28","1965","1867","Maxime Weygand"," militar francés "
"1971-1-28","1971","1896","Donald Winnicott"," psicoanalista británico "
"1971-1-28","1971","1887","Cesáreo L. Berisso"," aviador uruguayo "
"1972-1-28","1972","-1","José Riquelme y López-Bago","El 28 de enero de 1972 muere José Riquelme y López-Bago, militar español (f. 1880)."
"1972-1-28","1972","1906","Dino Buzzati"," escritor italiano "
"1974-1-28","1974","1886","José García-Siñeriz"," político español "
"1976-1-28","1976","1924","Marcel Broodthaers"," artista belga "
"1977-1-28","1977","1890","Benito Quinquela Martín"," pintor argentino "
"1978-1-28","1978","1907","Julio Pereira Larraín"," abogado, empresario y político chileno "
"1983-1-28","1983","1940","Billy Fury"," cantante británico "
"1983-1-28","1983","1898","Edward Lawry Norton"," ingeniero y científico estadounidense "
"1986-1-28","1986","1944","Gregory Jarvis"," astronauta estadounidense "
"1986-1-28","1986","1948","Christa McAuliffe"," astronauta estadounidense "
"1986-1-28","1986","1950","Ronald McNair"," astronauta estadounidense "
"1986-1-28","1986","1946","Ellison Onizuka"," astronauta estadounidense "
"1986-1-28","1986","1949","Judith Resnik"," astronauta estadounidense "
"1986-1-28","1986","1939","Francis Scobee"," astronauta estadounidense "
"1986-1-28","1986","1945","Michael Smith"," astronauta estadounidense "
"1988-1-28","1988","1911","Klaus Fuchs"," físico alemán "
"1988-1-28","1988","1938","Curro Girón"," torero venezolano "
"1995-1-28","1995","1921","Aldo Gordini"," piloto de carreras francés "
"1995-1-28","1995","1913","Ferruccio Tagliavini"," tenor italiano "
"1996-1-28","1996","1914","Jerry Siegel"," historietista estadounidense "
"1996-1-28","1996","1940","Joseph Brodsky"," poeta ruso, premio nobel de literatura "
"1996-1-28","1996","1911","Burne Hogarth"," historietista estadounidense "
"1996-1-28","1996","1927","Jesús Nieto"," actor de doblaje español "
"1997-1-28","1997","1907","Carlos Encinas González"," pintor español "
"2002-1-28","2002","1913","Gustaaf Deloor"," ciclista belga "
"2002-1-28","2002","1907","Astrid Lindgren"," escritora sueca "
"2003-1-28","2003","1933","Miloš Milutinović"," futbolista y entrenador serbio "
"2004-1-28","2004","1923","Don Cholito"," locutor puertorriqueño "
"2004-1-28","2004","1937","Joe Viterelli"," actor estadounidense "
"2005-1-28","2005","1925","Lucien Carr"," musa de la Generación Beat "
"2005-1-28","2005","1973","Karen Lancaume"," actriz francesa; por suicidio "
"2005-1-28","2005","1951","Jacques Villeret"," actor francés "
"2007-1-28","2007","1929","Carlo Clerici"," ciclista suizo "
"2007-1-28","2007","1963","Yelena Románova"," atleta rusa "
"2007-1-28","2007","1938","Karel Svoboda"," compositor checo "
"2009-1-28","2009","1952","Billy Powell"," músico estadounidense "
"2011-1-28","2011","1941","Margaret Price"," soprano galesa "
"2012-1-28","2012","1933","José María Moro"," escultor español "
"2013-1-28","2013","1939","Julio Aróstegui"," historiador español "
"2014-1-28","2014","1919","Gudō Wafu Nishijima"," monje budista y maestro zen japonés "
"2021-1-28","2021","1933","Paul J. Crutzen"," científico neerlandés, premio nobel de química en 1995 "
"661-1-29","661","601","Ali"," primo y yerno de Mahoma "
"757-1-29","757","703","An Lushan"," general chino "
"1119-1-29","1119","1060","Gelasio II"," papa italiano "
"1465-1-29","1465","1413","Luis de Saboya"," duque francés "
"1676-1-29","1676","1629","Alejo I"," zar ruso "
